product_barcode,product_name,replacement_rank,replacement_barcode,replacement_name,replacement_reason,price_difference,replacement_score
8906000000218,Yippee Noodles Regular 70g,3,8906000000303,Knorr Noodles Regular 140g,Same subcategory,30.5,67.95
8906000000219,MamyPoko Baby Care Original 100ml,1,8906000000434,Pampers Baby Care Mini 200ml,Same subcategory,-32.24,83.776
8906000000219,MamyPoko Baby Care Original 100ml,2,8906000000327,Pampers Baby Care Family Pack 100ml,Same subcategory,42.91,74.709
8906000000219,MamyPoko Baby Care Original 100ml,3,8906000000280,MamyPoko Baby Care Family Pack 200ml,Same subcategory,68.06,64.194
8906000000220,Kellogg's Cereal Regular 1kg,1,8906000000122,Kellogg's Cereal Original 250g,Same subcategory,-28.69,84.131
8906000000220,Kellogg's Cereal Regular 1kg,2,8906000000105,Soulfull Cereal Fresh 500g,Same subcategory,-34.59,75.541
8906000000220,Kellogg's Cereal Regular 1kg,3,8906000000418,Bagrry's Cereal Family Pack 1kg,Same subcategory,35.91,67.409
8906000000221,Gowardhan Milk Premium 1L,1,8906000000270,Dinshaw's Milk Family Pack 1L,Same subcategory,-8.0,86.2
8906000000221,Gowardhan Milk Premium 1L,2,8906000000065,Mother Dairy Milk Mini 1L,Same subcategory,-8.9,78.11
8906000000221,Gowardhan Milk Premium 1L,3,8906000000370,Dinshaw's Milk Lite 500ml,Same subcategory,-10.2,69.98
8906000000222,Kohinoor Rice Regular 1kg,1,8906000000151,India Gate Rice Premium 10kg,Same subcategory,-430.68,55
8906000000222,Kohinoor Rice Regular 1kg,2,8906000000374,Fortune Rice Value Pack 10kg,Same subcategory,-585.99,55
8906000000222,Kohinoor Rice Regular 1kg,3,8906000000150,Kohinoor Rice Classic 10kg,Same subcategory,-628.9,55
8906000000223,Mother Dairy Milk Mini 500ml,1,8906000000395,Amul Milk Lite 500ml,Same subcategory,1.9,86.81
8906000000223,Mother Dairy Milk Mini 500ml,2,8906000000338,Gowardhan Milk Original 1L,Same subcategory,6.65,78.335
8906000000223,Mother Dairy Milk Mini 500ml,3,8906000000221,Gowardhan Milk Premium 1L,Same subcategory,-10.45,69.955
8906000000224,Mint 1 bunch,1,8906000000024,Spring Onion 1 bunch,Same subcategory,3.25,86.675
8906000000224,Mint 1 bunch,2,8906000000040,Methi 1 bunch,Same subcategory,-9.35,78.065
8906000000224,Mint 1 bunch,3,8906000000267,Spring Onion 1 bunch,Same subcategory,10.2,69.98
8906000000225,Onion 1kg,1,8906000000389,Beans 1kg,Same subcategory,-2.1,86.79
8906000000225,Onion 1kg,2,8906000000190,Onion 1kg,Same subcategory,17.06,77.294
8906000000225,Onion 1kg,3,8906000000127,Potato 1kg,Same subcategory,-19.1,69.09
8906000000226,Nilon's Pickles Fresh 500g,1,8906000000257,Nilon's Pickles Regular 200g,Same subcategory,-9.8,86.02
8906000000226,Nilon's Pickles Fresh 500g,2,8906000000262,Pachranga Pickles Regular 1kg,Same subcategory,18.95,77.105
8906000000226,Nilon's Pickles Fresh 500g,3,8906000000051,Priya Pickles Jumbo 200g,Same subcategory,43.9,66.61
8906000000227,Kellogg's Cereal Original 1kg,1,8906000000197,Soulfull Cereal Family Pack 250g,Same subcategory,-11.25,85.875
8906000000227,Kellogg's Cereal Original 1kg,2,8906000000311,Bagrry's Cereal Premium 1kg,Same subcategory,-15.56,77.444
8906000000227,Kellogg's Cereal Original 1kg,3,8906000000249,Bagrry's Cereal Value Pack 250g,Same subcategory,24.9,68.51
8906000000228,Tops Jam Lite 200g,1,8906000000019,Tops Jam Lite 500g,Same subcategory,0.05,86.995
8906000000228,Tops Jam Lite 200g,2,8906000000265,Mapro Jam Jumbo 500g,Same subcategory,-1.15,78.885
8906000000228,Tops Jam Lite 200g,3,8906000000050,Tops Jam Jumbo 500g,Same subcategory,-21.75,68.825
8906000000229,Himalaya Face Wash Value Pack 50g,1,8906000000181,Nivea Face Wash Mini 150g,Same subcategory,-8.75,86.125
8906000000229,Himalaya Face Wash Value Pack 50g,2,8906000000369,Ponds Face Wash Family Pack 150g,Same subcategory,-10.69,77.931
8906000000229,Himalaya Face Wash Value Pack 50g,3,8906000000399,Garnier Face Wash Lite 50g,Same subcategory,18.0,69.2
8906000000230,Navratna Talcum Powder Regular 300g,1,8906000000368,Cinthol Talcum Powder Classic 100g,Same subcategory,-28.65,84.135
8906000000230,Navratna Talcum Powder Regular 300g,2,8906000000164,Cinthol Talcum Powder Regular 300g,Same subcategory,-31.35,75.865
8906000000230,Navratna Talcum Powder Regular 300g,3,8906000000489,Ponds Talcum Powder Mini 300g,Same subcategory,-34.81,67.519
8906000000231,Colgate Mouthwash Classic 250ml,1,8906000000196,Closeup Mouthwash Regular 250ml,Same subcategory,-5.9,86.41
8906000000231,Colgate Mouthwash Classic 250ml,2,8906000000386,Colgate Mouthwash Premium 250ml,Same subcategory,6.1,78.39
8906000000231,Colgate Mouthwash Classic 250ml,3,8906000000149,Listerine Mouthwash Classic 250ml,Same subcategory,31.94,67.806
8906000000232,Pampers Baby Care Family Pack 100ml,1,8906000000255,Pampers Baby Care Value Pack 200ml,Same subcategory,-2.74,86.726
8906000000232,Pampers Baby Care Family Pack 100ml,2,8906000000434,Pampers Baby Care Mini 200ml,Same subcategory,111.16,67.884
8906000000232,Pampers Baby Care Family Pack 100ml,3,8906000000219,MamyPoko Baby Care Original 100ml,Same subcategory,143.4,56.660000000000004
8906000000233,Everest Masala Regular 200g,1,8906000000159,Catch Masala Fresh 100g,Same subcategory,0.36,86.964
8906000000233,Everest Masala Regular 200g,2,8906000000261,Catch Masala Family Pack 200g,Same subcategory,24.6,76.54
8906000000233,Everest Masala Regular 200g,3,8906000000155,Everest Masala Classic 200g,Same subcategory,48.2,66.18
8906000000234,Duracell Batteries Mini 4pc,1,8906000000325,Nippo Batteries Fresh 2pc,Same subcategory,11.45,85.855
8906000000234,Duracell Batteries Mini 4pc,2,8906000000240,Eveready Batteries Original 4pc,Same subcategory,36.45,75.355
8906000000234,Duracell Batteries Mini 4pc,3,8906000000026,Duracell Batteries Regular 4pc,Same subcategory,39.76,67.024
8906000000235,Kinley Water Classic 500ml,1,8906000000108,Bisleri Water Jumbo 2L,Same subcategory,0.0,87.0
8906000000235,Kinley Water Classic 500ml,2,8906000000177,Kinley Water Regular 2L,Same subcategory,0.0,79.0
8906000000235,Kinley Water Classic 500ml,3,8906000000001,Bisleri Water Regular 2L,Same subcategory,-0.75,70.925
8906000000236,Colgate Toothpaste Value Pack 80g,1,8906000000074,Dabur Red Toothpaste Classic 150g,Same subcategory,6.8,86.32
8906000000236,Colgate Toothpaste Value Pack 80g,2,8906000000074,Dabur Red Toothpaste Classic 150g,Same subcategory,6.8,78.32
8906000000236,Colgate Toothpaste Value Pack 80g,3,8906000000095,Listerine Mouthwash Family Pack 250ml,Same category fallback,10.8,69.92
8906000000237,ITC Master Chef Frozen Snacks Original 400g,1,8906000000176,ITC Master Chef Frozen Snacks Original 1kg,Same subcategory,4.0,86.6
8906000000237,ITC Master Chef Frozen Snacks Original 400g,2,8906000000046,Godrej Yummiez Frozen Snacks Jumbo 1kg,Same subcategory,5.03,78.497
8906000000237,ITC Master Chef Frozen Snacks Original 400g,3,8906000000022,McCain Frozen Snacks Jumbo 400g,Same subcategory,17.0,69.3
8906000000238,Local Mill Poha Family Pack 500g,1,8906000000192,Organic Tattva Poha Mini 500g,Same subcategory,23.28,84.672
8906000000238,Local Mill Poha Family Pack 500g,2,8906000000161,Organic Tattva Poha Family Pack 500g,Same subcategory,-35.16,75.484
8906000000238,Local Mill Poha Family Pack 500g,3,8906000000302,Tata Sampann Poha Mini 500g,Same subcategory,-46.55,66.345
8906000000239,Rajdhani Suji Premium 500g,1,8906000000409,Local Mill Suji Value Pack 500g,Same subcategory,-1.75,86.825
8906000000239,Rajdhani Suji Premium 500g,2,8906000000042,Rajdhani Suji Jumbo 1kg,Same subcategory,2.2,78.78
8906000000239,Rajdhani Suji Premium 500g,3,8906000000309,Rajdhani Suji Fresh 1kg,Same subcategory,-27.75,68.225
8906000000240,Eveready Batteries Original 4pc,1,8906000000026,Duracell Batteries Regular 4pc,Same subcategory,3.31,86.669
8906000000240,Eveready Batteries Original 4pc,2,8906000000326,Eveready Batteries Jumbo 2pc,Same subcategory,13.4,77.66
8906000000240,Eveready Batteries Original 4pc,3,8906000000325,Nippo Batteries Fresh 2pc,Same subcategory,-25.0,68.5
8906000000241,Del Monte Pasta Premium 500g,1,8906000000397,Weikfield Pasta Premium 500g,Same subcategory,-4.93,86.507
8906000000241,Del Monte Pasta Premium 500g,2,8906000000307,Maggi Pasta Original 500g,Same subcategory,45.02,74.498
8906000000241,Del Monte Pasta Premium 500g,3,8906000000446,Maggi Pasta Original 200g,Same subcategory,74.02,63.598
8906000000242,4700BC Popcorn Value Pack 70g,1,8906000000365,Act II Popcorn Mini 30g,Same subcategory,1.7,86.83
8906000000242,4700BC Popcorn Value Pack 70g,2,8906000000269,Cornitos Popcorn Jumbo 30g,Same subcategory,9.15,78.085
8906000000242,4700BC Popcorn Value Pack 70g,3,8906000000376,Cornitos Popcorn Jumbo 30g,Same subcategory,-34.05,67.595
8906000000243,Whisper Sanitary Care Jumbo 15pc,1,8906000000179,Stayfree Sanitary Care Family Pack 30pc,Same subcategory,18.07,85.193
8906000000243,Whisper Sanitary Care Jumbo 15pc,2,8906000000169,Whisper Sanitary Care Lite 7pc,Same subcategory,-20.15,76.985
8906000000243,Whisper Sanitary Care Jumbo 15pc,3,8906000000037,Sofy Sanitary Care Regular 30pc,Same subcategory,57.95,65.205
8906000000244,Sprite Soft Drinks Family Pack 600ml,1,8906000000353,Pepsi Soft Drinks Premium 250ml,Same subcategory,11.4,85.86
8906000000244,Sprite Soft Drinks Family Pack 600ml,2,8906000000148,Pepsi Soft Drinks Lite 2L,Same subcategory,12.0,77.8
8906000000244,Sprite Soft Drinks Family Pack 600ml,3,8906000000130,Sprite Soft Drinks Lite 250ml,Same subcategory,24.75,68.525
8906000000245,Gowardhan Paneer Original 500g,1,8906000000452,Mother Dairy Paneer Fresh 500g,Same subcategory,-50.05,81.995
8906000000245,Gowardhan Paneer Original 500g,2,8906000000467,Amul Paneer Mini 500g,Same subcategory,88.25,70.175
8906000000245,Gowardhan Paneer Original 500g,3,8906000000007,Amul Paneer Lite 200g,Same subcategory,-94.15,61.585
8906000000246,Medimix Soap Original 100g,1,8906000000154,Medimix Soap Value Pack 100g,Same subcategory,1.45,86.855
8906000000246,Medimix Soap Original 100g,2,8906000000289,Santoor Soap Regular 75g,Same subcategory,-24.6,76.54
8906000000246,Medimix Soap Original 100g,3,8906000000350,Dove Soap Lite 125g,Same subcategory,-27.6,68.24
8906000000247,MTR Ready To Eat Family Pack 500g,1,8906000000132,MTR Ready To Eat Premium 500g,Same subcategory,-80.91,78.909
8906000000247,MTR Ready To Eat Family Pack 500g,2,8906000000207,Haldiram Ready To Eat Jumbo 500g,Same subcategory,-90.65,69.935
8906000000247,MTR Ready To Eat Family Pack 500g,3,8906000000103,MTR Ready To Eat Value Pack 500g,Same subcategory,-118.55,59.144999999999996
8906000000248,Watermelon 1kg,1,8906000000205,Grapes 1kg,Same subcategory,34.58,83.542
8906000000248,Watermelon 1kg,2,8906000000044,Apple 1kg,Same subcategory,-39.9,75.01
8906000000248,Watermelon 1kg,3,8906000000087,Pomegranate 1kg,Same subcategory,-88.51,62.149
8906000000249,Bagrry's Cereal Value Pack 250g,1,8906000000227,Kellogg's Cereal Original 1kg,Same subcategory,-24.9,84.51
8906000000249,Bagrry's Cereal Value Pack 250g,2,8906000000197,Soulfull Cereal Family Pack 250g,Same subcategory,-36.15,75.385
8906000000249,Bagrry's Cereal Value Pack 250g,3,8906000000311,Bagrry's Cereal Premium 1kg,Same subcategory,-40.46,66.954
8906000000250,Priya Pickles Mini 500g,1,8906000000438,Mother's Recipe Pickles Mini 200g,Same subcategory,-15.3,85.47
8906000000250,Priya Pickles Mini 500g,2,8906000000187,Nilon's Pickles Original 1kg,Same subcategory,-102.8,68.72
8906000000250,Priya Pickles Mini 500g,3,8906000000367,Pachranga Pickles Lite 200g,Same subcategory,-125.6,58.44
8906000000251,Pillsbury Atta Mini 5kg,1,8906000000461,Fortune Atta Regular 1kg,Same subcategory,8.2,86.18
8906000000251,Pillsbury Atta Mini 5kg,2,8906000000100,Pillsbury Atta Classic 5kg,Same subcategory,142.0,64.8
8906000000251,Pillsbury Atta Mini 5kg,3,8906000000487,Aashirvaad Atta Regular 5kg,Same subcategory,240.9,55
8906000000252,Aashirvaad Salt Salt Mini 1kg,1,8906000000090,Saffola Salt Salt Classic 1kg,Same subcategory,26.0,84.4
8906000000252,Aashirvaad Salt Salt Mini 1kg,2,8906000000470,Saffola Salt Salt Classic 1kg,Same subcategory,-43.7,74.63
8906000000252,Aashirvaad Salt Salt Mini 1kg,3,8906000000260,Saffola Salt Salt Fresh 1kg,Same subcategory,-66.0,64.4
8906000000253,Act II Popcorn Jumbo 30g,1,8906000000256,Act II Popcorn Value Pack 30g,Same subcategory,-64.4,80.56
8906000000253,Act II Popcorn Jumbo 30g,2,8906000000414,4700BC Popcorn Family Pack 70g,Same subcategory,74.4,71.56
8906000000253,Act II Popcorn Jumbo 30g,3,8906000000269,Cornitos Popcorn Jumbo 30g,Same subcategory,-97.8,61.22
8906000000254,MTR Instant Mix Jumbo 500g,1,8906000000082,Gits Instant Mix Mini 200g,Same subcategory,159.0,71.1
8906000000254,MTR Instant Mix Jumbo 500g,2,8906000000029,MTR Instant Mix Value Pack 200g,Same subcategory,170.0,62.0
8906000000254,MTR Instant Mix Jumbo 500g,3,8906000000490,Gits Instant Mix Lite 500g,Same subcategory,175.8,55
8906000000255,Pampers Baby Care Value Pack 200ml,1,8906000000232,Pampers Baby Care Family Pack 100ml,Same subcategory,2.74,86.726
8906000000255,Pampers Baby Care Value Pack 200ml,2,8906000000434,Pampers Baby Care Mini 200ml,Same subcategory,113.9,67.61
8906000000255,Pampers Baby Care Value Pack 200ml,3,8906000000219,MamyPoko Baby Care Original 100ml,Same subcategory,146.14,56.386
8906000000256,Act II Popcorn Value Pack 30g,1,8906000000269,Cornitos Popcorn Jumbo 30g,Same subcategory,-33.4,83.66
8906000000256,Act II Popcorn Value Pack 30g,2,8906000000365,Act II Popcorn Mini 30g,Same subcategory,-40.85,74.915
8906000000256,Act II Popcorn Value Pack 30g,3,8906000000242,4700BC Popcorn Value Pack 70g,Same subcategory,-42.55,66.745
8906000000257,Nilon's Pickles Regular 200g,1,8906000000226,Nilon's Pickles Fresh 500g,Same subcategory,9.8,86.02
8906000000257,Nilon's Pickles Regular 200g,2,8906000000262,Pachranga Pickles Regular 1kg,Same subcategory,28.75,76.125
8906000000257,Nilon's Pickles Regular 200g,3,8906000000051,Priya Pickles Jumbo 200g,Same subcategory,53.7,65.63
8906000000258,Real Juices Regular 200ml,1,8906000000092,Real Juices Value Pack 200ml,Same subcategory,17.67,85.233
8906000000258,Real Juices Regular 200ml,2,8906000000025,Tropicana Juices Value Pack 1L,Same subcategory,28.83,76.117
8906000000258,Real Juices Regular 200ml,3,8906000000119,B Natural Juices Mini 1L,Same subcategory,-29.55,68.045
8906000000259,Harvest Gold Bread Fresh 400g,1,8906000000185,Britannia Bread Regular 700g,Same subcategory,11.45,85.855
8906000000259,Harvest Gold Bread Fresh 400g,2,8906000000298,Local Bakery Bread Jumbo 700g,Same subcategory,29.2,76.08
8906000000259,Harvest Gold Bread Fresh 400g,3,8906000000133,Britannia Bread Regular 400g,Same subcategory,31.47,67.853
8906000000260,Saffola Salt Salt Fresh 1kg,1,8906000000211,Tata Salt Salt Value Pack 1kg,Same subcategory,-12.8,85.72
8906000000260,Saffola Salt Salt Fresh 1kg,2,8906000000470,Saffola Salt Salt Classic 1kg,Same subcategory,22.3,76.77
8906000000260,Saffola Salt Salt Fresh 1kg,3,8906000000252,Aashirvaad Salt Salt Mini 1kg,Same subcategory,66.0,64.4
8906000000261,Catch Masala Family Pack 200g,1,8906000000155,Everest Masala Classic 200g,Same subcategory,23.6,84.64
8906000000261,Catch Masala Family Pack 200g,2,8906000000159,Catch Masala Fresh 100g,Same subcategory,-24.24,76.576
8906000000261,Catch Masala Family Pack 200g,3,8906000000233,Everest Masala Regular 200g,Same subcategory,-24.6,68.54
8906000000262,Pachranga Pickles Regular 1kg,1,8906000000226,Nilon's Pickles Fresh 500g,Same subcategory,-18.95,85.105
8906000000262,Pachranga Pickles Regular 1kg,2,8906000000051,Priya Pickles Jumbo 200g,Same subcategory,24.95,76.505
8906000000262,Pachranga Pickles Regular 1kg,3,8906000000257,Nilon's Pickles Regular 200g,Same subcategory,-28.75,68.125
8906000000263,Too Yumm Chips Fresh 90g,1,8906000000066,Bingo Chips Lite 150g,Same subcategory,-1.95,86.805
8906000000263,Too Yumm Chips Fresh 90g,2,8906000000465,Lay's Chips Regular 52g,Same subcategory,-5.75,78.425
8906000000263,Too Yumm Chips Fresh 90g,3,8906000000424,Too Yumm Chips Classic 90g,Same subcategory,-10.95,69.905
8906000000264,Dove Conditioner Lite 340ml,1,8906000000378,L'Oreal Conditioner Jumbo 175ml,Same subcategory,18.0,85.2
8906000000264,Dove Conditioner Lite 340ml,2,8906000000139,Dove Conditioner Original 340ml,Same subcategory,21.9,76.81
8906000000264,Dove Conditioner Lite 340ml,3,8906000000347,Dove Conditioner Value Pack 175ml,Same subcategory,26.4,68.36
8906000000265,Mapro Jam Jumbo 500g,1,8906000000228,Tops Jam Lite 200g,Same subcategory,1.15,86.885
8906000000265,Mapro Jam Jumbo 500g,2,8906000000019,Tops Jam Lite 500g,Same subcategory,1.2,78.88
8906000000265,Mapro Jam Jumbo 500g,3,8906000000050,Tops Jam Jumbo 500g,Same subcategory,-20.6,68.94
8906000000266,Society Tea Family Pack 1kg,1,8906000000348,Society Tea Premium 1kg,Same subcategory,-44.3,82.57000000000001
8906000000266,Society Tea Family Pack 1kg,2,8906000000411,Wagh Bakri Tea Jumbo 1kg,Same subcategory,69.1,72.09
8906000000266,Society Tea Family Pack 1kg,3,8906000000214,Tata Tea Tea Regular 500g,Same subcategory,-115.9,59.410000000000004
8906000000267,Spring Onion 1 bunch,1,8906000000381,Mint 1 bunch,Same subcategory,0.0,87.0
8906000000267,Spring Onion 1 bunch,2,8906000000202,Spinach 1 bunch,Same subcategory,2.31,78.769
8906000000267,Spring Onion 1 bunch,3,8906000000024,Spring Onion 1 bunch,Same subcategory,-6.95,70.305
8906000000268,Bajaj Almond Drops Hair Oil Fresh 500ml,1,8906000000392,Parachute Hair Oil Value Pack 100ml,Same subcategory,8.4,86.16
8906000000268,Bajaj Almond Drops Hair Oil Fresh 500ml,2,8906000000396,Dabur Amla Hair Oil Regular 500ml,Same subcategory,21.39,76.861
8906000000268,Bajaj Almond Drops Hair Oil Fresh 500ml,3,8906000000213,Dabur Amla Hair Oil Original 500ml,Same subcategory,-29.01,68.099
8906000000269,Cornitos Popcorn Jumbo 30g,1,8906000000365,Act II Popcorn Mini 30g,Same subcategory,-7.45,86.255
8906000000269,Cornitos Popcorn Jumbo 30g,2,8906000000242,4700BC Popcorn Value Pack 70g,Same subcategory,-9.15,78.085
8906000000269,Cornitos Popcorn Jumbo 30g,3,8906000000256,Act II Popcorn Value Pack 30g,Same subcategory,33.4,67.66
8906000000270,Dinshaw's Milk Family Pack 1L,1,8906000000065,Mother Dairy Milk Mini 1L,Same subcategory,-0.9,86.91
8906000000270,Dinshaw's Milk Family Pack 1L,2,8906000000370,Dinshaw's Milk Lite 500ml,Same subcategory,-2.2,78.78
8906000000270,Dinshaw's Milk Family Pack 1L,3,8906000000117,Dinshaw's Milk Original 1L,Same subcategory,-2.68,70.732
8906000000271,Patanjali Honey Premium 500g,1,8906000000380,Saffola Honey Classic 500g,Same subcategory,20.65,84.935
8906000000271,Patanjali Honey Premium 500g,2,8906000000304,Saffola Honey Lite 500g,Same subcategory,-25.35,76.465
8906000000271,Patanjali Honey Premium 500g,3,8906000000457,Patanjali Honey Mini 500g,Same subcategory,-43.16,66.684
8906000000272,Classmate Stationery Regular 1pc,1,8906000000039,Camlin Stationery Original 10pc,Same subcategory,-4.4,86.56
8906000000272,Classmate Stationery Regular 1pc,2,8906000000137,Nataraj Stationery Original 10pc,Same subcategory,6.75,78.325
8906000000272,Classmate Stationery Regular 1pc,3,8906000000456,Nataraj Stationery Value Pack 10pc,Same subcategory,64.3,64.57
8906000000273,Clinic Plus Shampoo Family Pack 340ml,1,8906000000216,Clinic Plus Shampoo Jumbo 340ml,Same subcategory,-4.85,86.515
8906000000273,Clinic Plus Shampoo Family Pack 340ml,2,8906000000430,Sunsilk Shampoo Classic 180ml,Same subcategory,-72.72,71.728
8906000000273,Clinic Plus Shampoo Family Pack 340ml,3,8906000000072,Pantene Shampoo Classic 340ml,Same subcategory,-274.05,55
8906000000274,Bisleri Water Premium 1L,1,8906000000324,Kinley Water Regular 500ml,Same subcategory,-0.9,86.91
8906000000274,Bisleri Water Premium 1L,2,8906000000310,Kinley Water Family Pack 1L,Same subcategory,1.5,78.85
8906000000274,Bisleri Water Premium 1L,3,8906000000008,Kinley Water Classic 500ml,Same subcategory,3.95,70.605
8906000000275,Del Monte Pasta Jumbo 500g,1,8906000000450,Del Monte Pasta Original 500g,Same subcategory,-30.0,84.0
8906000000275,Del Monte Pasta Jumbo 500g,2,8906000000191,Weikfield Pasta Fresh 500g,Same subcategory,-85.05,70.495
8906000000275,Del Monte Pasta Jumbo 500g,3,8906000000493,Maggi Pasta Family Pack 200g,Same subcategory,-117.6,59.24
8906000000276,Vim Dishwash Premium 250g,1,8906000000417,Vim Dishwash Lite 750ml,Same subcategory,6.34,86.366
8906000000276,Vim Dishwash Premium 250g,2,8906000000290,Pril Dishwash Mini 750ml,Same subcategory,-18.41,77.159
8906000000276,Vim Dishwash Premium 250g,3,8906000000106,Vim Dishwash Mini 750ml,Same subcategory,-51.41,65.859
8906000000277,Colgate Toothbrush Lite 1pc,1,8906000000017,Pepsodent Toothbrush Family Pack 4pc,Same subcategory,-2.7,86.73
8906000000277,Colgate Toothbrush Lite 1pc,2,8906000000084,Colgate Toothbrush Fresh 1pc,Same subcategory,9.0,78.1
8906000000277,Colgate Toothbrush Lite 1pc,3,8906000000081,Oral-B Toothbrush Value Pack 1pc,Same subcategory,22.9,68.71000000000001
8906000000278,L'Oreal Conditioner Mini 175ml,1,8906000000166,Pantene Conditioner Lite 340ml,Same subcategory,-24.36,84.56400000000001
8906000000278,L'Oreal Conditioner Mini 175ml,2,8906000000329,Dove Conditioner Regular 175ml,Same subcategory,81.0,70.9
8906000000278,L'Oreal Conditioner Mini 175ml,3,8906000000371,Dove Conditioner Family Pack 80ml,Same subcategory,112.8,59.72
8906000000279,Del Monte Sauces Mini 1kg,1,8906000000262,Pachranga Pickles Regular 1kg,Same category fallback,1.45,86.855
8906000000279,Del Monte Sauces Mini 1kg,2,8906000000261,Catch Masala Family Pack 200g,Same category fallback,-7.6,78.24
8906000000279,Del Monte Sauces Mini 1kg,3,8906000000254,MTR Instant Mix Jumbo 500g,Same category fallback,13.4,69.66
8906000000280,MamyPoko Baby Care Family Pack 200ml,1,8906000000327,Pampers Baby Care Family Pack 100ml,Same subcategory,-25.15,84.485
8906000000280,MamyPoko Baby Care Family Pack 200ml,2,8906000000219,MamyPoko Baby Care Original 100ml,Same subcategory,-68.06,72.194
8906000000280,MamyPoko Baby Care Family Pack 200ml,3,8906000000434,Pampers Baby Care Mini 200ml,Same subcategory,-100.3,60.97
8906000000281,Knorr Soup Family Pack 100g,1,8906000000282,Knorr Soup Fresh 45g,Same subcategory,7.3,86.27
8906000000281,Knorr Soup Family Pack 100g,2,8906000000337,Maggi Soup Fresh 100g,Same subcategory,61.2,72.88
8906000000281,Knorr Soup Family Pack 100g,3,8906000000340,Maggi Soup Value Pack 45g,Same subcategory,-75.15,63.485
8906000000282,Knorr Soup Fresh 45g,1,8906000000281,Knorr Soup Family Pack 100g,Same subcategory,-7.3,86.27
8906000000282,Knorr Soup Fresh 45g,2,8906000000337,Maggi Soup Fresh 100g,Same subcategory,53.9,73.61
8906000000282,Knorr Soup Fresh 45g,3,8906000000340,Maggi Soup Value Pack 45g,Same subcategory,-82.45,62.755
8906000000283,Eveready Batteries Lite 2pc,1,8906000000429,Eveready Batteries Original 4pc,Same subcategory,7.24,86.276
8906000000283,Eveready Batteries Lite 2pc,2,8906000000344,Eveready Batteries Regular 4pc,Same subcategory,-36.36,75.364
8906000000283,Eveready Batteries Lite 2pc,3,8906000000083,Eveready Batteries Family Pack 4pc,Same subcategory,43.49,66.651
8906000000284,Amul Paneer Lite 500g,1,8906000000467,Amul Paneer Mini 500g,Same subcategory,-14.78,85.522
8906000000284,Amul Paneer Lite 500g,2,8906000000245,Gowardhan Paneer Original 500g,Same subcategory,-103.03,68.697
8906000000284,Amul Paneer Lite 500g,3,8906000000452,Mother Dairy Paneer Fresh 500g,Same subcategory,-153.08,55.692
8906000000285,Amul Milk Lite 500ml,1,8906000000157,Dinshaw's Milk Value Pack 1L,Same subcategory,-2.05,86.795
8906000000285,Amul Milk Lite 500ml,2,8906000000117,Dinshaw's Milk Original 1L,Same subcategory,2.72,78.728
8906000000285,Amul Milk Lite 500ml,3,8906000000370,Dinshaw's Milk Lite 500ml,Same subcategory,3.2,70.68
8906000000286,McCain Frozen Snacks Family Pack 1kg,1,8906000000022,McCain Frozen Snacks Jumbo 400g,Same subcategory,-13.5,85.65
8906000000286,McCain Frozen Snacks Family Pack 1kg,2,8906000000293,McCain Frozen Snacks Regular 400g,Same subcategory,25.2,76.48
8906000000286,McCain Frozen Snacks Family Pack 1kg,3,8906000000046,Godrej Yummiez Frozen Snacks Jumbo 1kg,Same subcategory,-25.47,68.453
8906000000287,Everest Masala Lite 50g,1,8906000000495,Everest Masala Fresh 50g,Same subcategory,-2.82,86.718
8906000000287,Everest Masala Lite 50g,2,8906000000291,MDH Masala Classic 200g,Same subcategory,48.33,74.167
8906000000287,Everest Masala Lite 50g,3,8906000000193,Catch Masala Original 200g,Same subcategory,-86.42,62.358
8906000000288,Comfort Fabric Care Classic 1L,1,8906000000306,Lizol Floor Cleaner Mini 2L,Same category fallback,-9.1,86.09
8906000000288,Comfort Fabric Care Classic 1L,2,8906000000109,Sanifresh Toilet Cleaner Regular 500ml,Same category fallback,-24.1,76.59
8906000000288,Comfort Fabric Care Classic 1L,3,8906000000398,Rin Detergent Classic 1kg,Same category fallback,-30.73,67.927
8906000000289,Santoor Soap Regular 75g,1,8906000000350,Dove Soap Lite 125g,Same subcategory,-3.0,86.7
8906000000289,Santoor Soap Regular 75g,2,8906000000128,Pears Soap Fresh 100g,Same subcategory,-4.0,78.6
8906000000289,Santoor Soap Regular 75g,3,8906000000101,Medimix Soap Fresh 75g,Same subcategory,-15.95,69.405
8906000000290,Pril Dishwash Mini 750ml,1,8906000000276,Vim Dishwash Premium 250g,Same subcategory,18.41,85.159
8906000000290,Pril Dishwash Mini 750ml,2,8906000000417,Vim Dishwash Lite 750ml,Same subcategory,24.75,76.525
8906000000290,Pril Dishwash Mini 750ml,3,8906000000106,Vim Dishwash Mini 750ml,Same subcategory,-33.0,67.7
8906000000291,MDH Masala Classic 200g,1,8906000000287,Everest Masala Lite 50g,Same subcategory,-48.33,82.167
8906000000291,MDH Masala Classic 200g,2,8906000000495,Everest Masala Fresh 50g,Same subcategory,-51.15,73.885
8906000000291,MDH Masala Classic 200g,3,8906000000193,Catch Masala Original 200g,Same subcategory,-134.75,57.525
8906000000292,Dhampur Sugar Fresh 1kg,1,8906000000451,Dhampur Sugar Family Pack 1kg,Same subcategory,69.85,80.015
8906000000292,Dhampur Sugar Fresh 1kg,2,8906000000346,Madhur Sugar Classic 5kg,Same subcategory,100.65,68.935
